date,vegetableName,price,units,id,shopingMallPrice,retailPrice
25-12-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
25-12-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
26-12-2022,Onion Big,25,1kg,onionBig,30 - 41,29 - 32
26-12-2022,Onion Small,36,1kg,onionSmall,43 - 59,41 - 46
26-12-2022,Tomato,15,1kg,tomato,18 - 25,17 - 19
26-12-2022,Green Chilli,39,1kg,greenChili,47 - 64,45 - 50
26-12-2022,Beetroot,33,1kg,beetroot,40 - 54,38 - 42
26-12-2022,Potato,30,1kg,potato,36 - 50,35 - 38
26-12-2022,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
26-12-2022,Amaranth Leaves,11,1kg,amaranthLeaves,13 - 18,13 - 14
26-12-2022,Amla,60,1kg,amla,72 - 99,69 - 76
26-12-2022,Ash gourd,27,1kg,ashGourd,32 - 45,31 - 34
26-12-2022,Baby Corn,64,1kg,babyCorn,77 - 106,74 - 81
26-12-2022,Banana Flower,17,1kg,bananaFlower,20 - 28,20 - 22
26-12-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
26-12-2022,Bitter Gourd,29,1kg,bitterGourd,35 - 48,33 - 37
26-12-2022,Bottle Gourd,30,1kg,bottleGourd,36 - 50,35 - 38
26-12-2022,Butter Beans,76,1kg,butterBeans,91 - 125,87 - 97
26-12-2022,Broad Beans,38,1kg,broadBeans,46 - 63,44 - 48
26-12-2022,Cabbage,26,1kg,cabbage,31 - 43,30 - 33
26-12-2022,Carrot,32,1kg,carrot,38 - 53,37 - 41
26-12-2022,Cauliflower,24,1kg,cauliflower,29 - 40,28 - 30
26-12-2022,Cluster beans,45,1kg,clusterBeans,54 - 74,52 - 57
26-12-2022,Coconut,32,1kg,coconut,38 - 53,37 - 41
26-12-2022,Colocasia Leaves,14,1kg,colocasiaLeaves,17 - 23,16 - 18
26-12-2022,Colocasia,27,1kg,colocasia,32 - 45,31 - 34
26-12-2022,Coriander Leaves,6,1kg,corianderLeaves,07-Oct,07-Aug
26-12-2022,Corn,27,1kg,corn,32 - 45,31 - 34
26-12-2022,Cucumber,24,1kg,cucumber,29 - 40,28 - 30
26-12-2022,Curry Leaves,26,1kg,curryLeaves,31 - 43,30 - 33
26-12-2022,Dill Leaves,13,1kg,dillLeaves,16 - 21,15 - 17
26-12-2022,Drumsticks,70,1kg,drumsticks,84 - 116,81 - 89
26-12-2022,Brinjal,27,1kg,brinjal,32 - 45,31 - 34
26-12-2022,Brinjal (Big),23,1kg,brinjalBig,28 - 38,26 - 29
26-12-2022,Elephant Yam,27,1kg,elephantYam,32 - 45,31 - 34
26-12-2022,Fenugreek Leaves,12,1kg,fenugreekLeaves,14 - 20,14 - 15
26-12-2022,French Beans,32,1kg,frenchBeans,38 - 53,37 - 41
26-12-2022,Garlic,30,1kg,garlic,36 - 50,35 - 38
26-12-2022,Ginger,40,1kg,ginger,48 - 66,46 - 51
26-12-2022,Onion Green,39,1kg,onionGreen,47 - 64,45 - 50
26-12-2022,Green Peas,83,1kg,greenPeas,100 - 137,95 - 105
26-12-2022,Ivy Gourd,22,1kg,ivyGourd,26 - 36,25 - 28
26-12-2022,Lemon (Lime),50,1kg,lemon,60 - 83,58 - 64
26-12-2022,Mango Raw,107,1kg,mangoRaw,128 - 177,123 - 136
26-12-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
26-12-2022,Mushroom,93,1kg,mushroom,112 - 153,107 - 118
26-12-2022,Mustard Leaves,16,1kg,mustardLeaves,19 - 26,18 - 20
26-12-2022,Ladies Finger,28,1kg,ladiesFinger,34 - 46,32 - 36
26-12-2022,Pumpkin,27,1kg,pumpkin,32 - 45,31 - 34
26-12-2022,Radish,23,1kg,radish,28 - 38,26 - 29
26-12-2022,Ridge Gourd,26,1kg,ridgeGourd,31 - 43,30 - 33
26-12-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
26-12-2022,Snake Gourd,27,1kg,snakeGourd,32 - 45,31 - 34
26-12-2022,Sorrel Leaves,14,1kg,sorrelLeaves,17 - 23,16 - 18
26-12-2022,Spinach,14,1kg,spinach,17 - 23,16 - 18
26-12-2022,Sweet Potato,36,1kg,sweetPotato,43 - 59,41 - 46
27-12-2022,Onion Big,27,1kg,onionBig,32 - 45,31 - 34
27-12-2022,Onion Small,38,1kg,onionSmall,46 - 63,44 - 48
27-12-2022,Tomato,17,1kg,tomato,20 - 28,20 - 22
27-12-2022,Green Chilli,33,1kg,greenChili,40 - 54,38 - 42
27-12-2022,Beetroot,39,1kg,beetroot,47 - 64,45 - 50
27-12-2022,Potato,27,1kg,potato,32 - 45,31 - 34
27-12-2022,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
27-12-2022,Amaranth Leaves,10,1kg,amaranthLeaves,Dec-17,Dec-13
27-12-2022,Amla,60,1kg,amla,72 - 99,69 - 76
27-12-2022,Ash gourd,24,1kg,ashGourd,29 - 40,28 - 30
27-12-2022,Baby Corn,69,1kg,babyCorn,83 - 114,79 - 88
27-12-2022,Banana Flower,12,1kg,bananaFlower,14 - 20,14 - 15
27-12-2022,Capsicum,43,1kg,capsicum,52 - 71,49 - 55
27-12-2022,Bitter Gourd,26,1kg,bitterGourd,31 - 43,30 - 33
27-12-2022,Bottle Gourd,27,1kg,bottleGourd,32 - 45,31 - 34
27-12-2022,Butter Beans,67,1kg,butterBeans,80 - 111,77 - 85
27-12-2022,Broad Beans,35,1kg,broadBeans,42 - 58,40 - 44
27-12-2022,Cabbage,30,1kg,cabbage,36 - 50,35 - 38
27-12-2022,Carrot,31,1kg,carrot,37 - 51,36 - 39
27-12-2022,Cauliflower,27,1kg,cauliflower,32 - 45,31 - 34
27-12-2022,Cluster beans,42,1kg,clusterBeans,50 - 69,48 - 53
27-12-2022,Coconut,31,1kg,coconut,37 - 51,36 - 39
27-12-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
27-12-2022,Colocasia,25,1kg,colocasia,30 - 41,29 - 32
27-12-2022,Coriander Leaves,6,1kg,corianderLeaves,07-Oct,07-Aug
27-12-2022,Corn,28,1kg,corn,34 - 46,32 - 36
27-12-2022,Cucumber,25,1kg,cucumber,30 - 41,29 - 32
27-12-2022,Curry Leaves,30,1kg,curryLeaves,36 - 50,35 - 38
27-12-2022,Dill Leaves,12,1kg,dillLeaves,14 - 20,14 - 15
27-12-2022,Drumsticks,70,1kg,drumsticks,84 - 116,81 - 89
27-12-2022,Brinjal,25,1kg,brinjal,30 - 41,29 - 32
27-12-2022,Brinjal (Big),24,1kg,brinjalBig,29 - 40,28 - 30
27-12-2022,Elephant Yam,27,1kg,elephantYam,32 - 45,31 - 34
27-12-2022,Fenugreek Leaves,9,1kg,fenugreekLeaves,Nov-15,10-Nov
27-12-2022,French Beans,27,1kg,frenchBeans,32 - 45,31 - 34
27-12-2022,Garlic,40,1kg,garlic,48 - 66,46 - 51
27-12-2022,Ginger,43,1kg,ginger,52 - 71,49 - 55
27-12-2022,Onion Green,42,1kg,onionGreen,50 - 69,48 - 53
27-12-2022,Green Peas,85,1kg,greenPeas,102 - 140,98 - 108
27-12-2022,Ivy Gourd,24,1kg,ivyGourd,29 - 40,28 - 30
27-12-2022,Lemon (Lime),56,1kg,lemon,67 - 92,64 - 71
27-12-2022,Mango Raw,87,1kg,mangoRaw,104 - 144,100 - 110
27-12-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
27-12-2022,Mushroom,83,1kg,mushroom,100 - 137,95 - 105
27-12-2022,Mustard Leaves,18,1kg,mustardLeaves,22 - 30,21 - 23
27-12-2022,Ladies Finger,28,1kg,ladiesFinger,34 - 46,32 - 36
27-12-2022,Pumpkin,28,1kg,pumpkin,34 - 46,32 - 36
27-12-2022,Radish,22,1kg,radish,26 - 36,25 - 28
27-12-2022,Ridge Gourd,25,1kg,ridgeGourd,30 - 41,29 - 32
27-12-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
27-12-2022,Snake Gourd,28,1kg,snakeGourd,34 - 46,32 - 36
27-12-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
27-12-2022,Spinach,15,1kg,spinach,18 - 25,17 - 19
27-12-2022,Sweet Potato,37,1kg,sweetPotato,44 - 61,43 - 47
28-12-2022,Onion Big,27,1kg,onionBig,32 - 45,31 - 34
28-12-2022,Onion Small,38,1kg,onionSmall,46 - 63,44 - 48
28-12-2022,Tomato,17,1kg,tomato,20 - 28,20 - 22
28-12-2022,Green Chilli,33,1kg,greenChili,40 - 54,38 - 42
28-12-2022,Beetroot,39,1kg,beetroot,47 - 64,45 - 50
28-12-2022,Potato,27,1kg,potato,32 - 45,31 - 34
28-12-2022,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
28-12-2022,Amaranth Leaves,10,1kg,amaranthLeaves,Dec-17,Dec-13
28-12-2022,Amla,60,1kg,amla,72 - 99,69 - 76
28-12-2022,Ash gourd,24,1kg,ashGourd,29 - 40,28 - 30
28-12-2022,Baby Corn,69,1kg,babyCorn,83 - 114,79 - 88
28-12-2022,Banana Flower,12,1kg,bananaFlower,14 - 20,14 - 15
28-12-2022,Capsicum,43,1kg,capsicum,52 - 71,49 - 55
28-12-2022,Bitter Gourd,26,1kg,bitterGourd,31 - 43,30 - 33
28-12-2022,Bottle Gourd,27,1kg,bottleGourd,32 - 45,31 - 34
28-12-2022,Butter Beans,67,1kg,butterBeans,80 - 111,77 - 85
28-12-2022,Broad Beans,35,1kg,broadBeans,42 - 58,40 - 44
28-12-2022,Cabbage,30,1kg,cabbage,36 - 50,35 - 38
28-12-2022,Carrot,31,1kg,carrot,37 - 51,36 - 39
28-12-2022,Cauliflower,27,1kg,cauliflower,32 - 45,31 - 34
28-12-2022,Cluster beans,42,1kg,clusterBeans,50 - 69,48 - 53
28-12-2022,Coconut,31,1kg,coconut,37 - 51,36 - 39
28-12-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
28-12-2022,Colocasia,25,1kg,colocasia,30 - 41,29 - 32
28-12-2022,Coriander Leaves,6,1kg,corianderLeaves,07-Oct,07-Aug
28-12-2022,Corn,28,1kg,corn,34 - 46,32 - 36
28-12-2022,Cucumber,25,1kg,cucumber,30 - 41,29 - 32
28-12-2022,Curry Leaves,30,1kg,curryLeaves,36 - 50,35 - 38
28-12-2022,Dill Leaves,12,1kg,dillLeaves,14 - 20,14 - 15
28-12-2022,Drumsticks,70,1kg,drumsticks,84 - 116,81 - 89
28-12-2022,Brinjal,25,1kg,brinjal,30 - 41,29 - 32
28-12-2022,Brinjal (Big),24,1kg,brinjalBig,29 - 40,28 - 30
28-12-2022,Elephant Yam,27,1kg,elephantYam,32 - 45,31 - 34
28-12-2022,Fenugreek Leaves,9,1kg,fenugreekLeaves,Nov-15,10-Nov
28-12-2022,French Beans,27,1kg,frenchBeans,32 - 45,31 - 34
28-12-2022,Garlic,40,1kg,garlic,48 - 66,46 - 51
28-12-2022,Ginger,43,1kg,ginger,52 - 71,49 - 55
28-12-2022,Onion Green,42,1kg,onionGreen,50 - 69,48 - 53
28-12-2022,Green Peas,85,1kg,greenPeas,102 - 140,98 - 108
28-12-2022,Ivy Gourd,24,1kg,ivyGourd,29 - 40,28 - 30
28-12-2022,Lemon (Lime),56,1kg,lemon,67 - 92,64 - 71
28-12-2022,Mango Raw,87,1kg,mangoRaw,104 - 144,100 - 110
28-12-2022,Mint Leaves,6,1kg,mintLeaves,07-Oct,07-Aug
28-12-2022,Mushroom,83,1kg,mushroom,100 - 137,95 - 105
28-12-2022,Mustard Leaves,18,1kg,mustardLeaves,22 - 30,21 - 23
28-12-2022,Ladies Finger,28,1kg,ladiesFinger,34 - 46,32 - 36
28-12-2022,Pumpkin,28,1kg,pumpkin,34 - 46,32 - 36
28-12-2022,Radish,22,1kg,radish,26 - 36,25 - 28
28-12-2022,Ridge Gourd,25,1kg,ridgeGourd,30 - 41,29 - 32
28-12-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
28-12-2022,Snake Gourd,28,1kg,snakeGourd,34 - 46,32 - 36
28-12-2022,Sorrel Leaves,13,1kg,sorrelLeaves,16 - 21,15 - 17
28-12-2022,Spinach,15,1kg,spinach,18 - 25,17 - 19
28-12-2022,Sweet Potato,37,1kg,sweetPotato,44 - 61,43 - 47
29-12-2022,Onion Big,30,1kg,onionBig,36 - 50,35 - 38
29-12-2022,Onion Small,39,1kg,onionSmall,47 - 64,45 - 50
29-12-2022,Tomato,16,1kg,tomato,19 - 26,18 - 20
29-12-2022,Green Chilli,32,1kg,greenChili,38 - 53,37 - 41
29-12-2022,Beetroot,37,1kg,beetroot,44 - 61,43 - 47
29-12-2022,Potato,32,1kg,potato,38 - 53,37 - 41
29-12-2022,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
29-12-2022,Amaranth Leaves,12,1kg,amaranthLeaves,14 - 20,14 - 15
29-12-2022,Amla,70,1kg,amla,84 - 116,81 - 89
29-12-2022,Ash gourd,27,1kg,ashGourd,32 - 45,31 - 34
29-12-2022,Baby Corn,63,1kg,babyCorn,76 - 104,72 - 80
29-12-2022,Banana Flower,14,1kg,bananaFlower,17 - 23,16 - 18
29-12-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
29-12-2022,Bitter Gourd,34,1kg,bitterGourd,41 - 56,39 - 43
29-12-2022,Bottle Gourd,30,1kg,bottleGourd,36 - 50,35 - 38
29-12-2022,Butter Beans,75,1kg,butterBeans,90 - 124,86 - 95
29-12-2022,Broad Beans,36,1kg,broadBeans,43 - 59,41 - 46
29-12-2022,Cabbage,24,1kg,cabbage,29 - 40,28 - 30
29-12-2022,Carrot,36,1kg,carrot,43 - 59,41 - 46
29-12-2022,Cauliflower,28,1kg,cauliflower,34 - 46,32 - 36
29-12-2022,Cluster beans,43,1kg,clusterBeans,52 - 71,49 - 55
29-12-2022,Coconut,28,1kg,coconut,34 - 46,32 - 36
29-12-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
29-12-2022,Colocasia,26,1kg,colocasia,31 - 43,30 - 33
29-12-2022,Coriander Leaves,6,1kg,corianderLeaves,07-Oct,07-Aug
29-12-2022,Corn,30,1kg,corn,36 - 50,35 - 38
29-12-2022,Cucumber,25,1kg,cucumber,30 - 41,29 - 32
29-12-2022,Curry Leaves,28,1kg,curryLeaves,34 - 46,32 - 36
29-12-2022,Dill Leaves,11,1kg,dillLeaves,13 - 18,13 - 14
29-12-2022,Drumsticks,80,1kg,drumsticks,96 - 132,92 - 102
29-12-2022,Brinjal,27,1kg,brinjal,32 - 45,31 - 34
29-12-2022,Brinjal (Big),26,1kg,brinjalBig,31 - 43,30 - 33
29-12-2022,Elephant Yam,26,1kg,elephantYam,31 - 43,30 - 33
29-12-2022,Fenugreek Leaves,12,1kg,fenugreekLeaves,14 - 20,14 - 15
29-12-2022,French Beans,30,1kg,frenchBeans,36 - 50,35 - 38
29-12-2022,Garlic,40,1kg,garlic,48 - 66,46 - 51
29-12-2022,Ginger,45,1kg,ginger,54 - 74,52 - 57
29-12-2022,Onion Green,41,1kg,onionGreen,49 - 68,47 - 52
29-12-2022,Green Peas,81,1kg,greenPeas,97 - 134,93 - 103
29-12-2022,Ivy Gourd,22,1kg,ivyGourd,26 - 36,25 - 28
29-12-2022,Lemon (Lime),56,1kg,lemon,67 - 92,64 - 71
29-12-2022,Mango Raw,85,1kg,mangoRaw,102 - 140,98 - 108
29-12-2022,Mint Leaves,4,1kg,mintLeaves,05-Jul,05-May
29-12-2022,Mushroom,81,1kg,mushroom,97 - 134,93 - 103
29-12-2022,Mustard Leaves,18,1kg,mustardLeaves,22 - 30,21 - 23
29-12-2022,Ladies Finger,29,1kg,ladiesFinger,35 - 48,33 - 37
29-12-2022,Pumpkin,30,1kg,pumpkin,36 - 50,35 - 38
29-12-2022,Radish,26,1kg,radish,31 - 43,30 - 33
29-12-2022,Ridge Gourd,28,1kg,ridgeGourd,34 - 46,32 - 36
29-12-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
29-12-2022,Snake Gourd,28,1kg,snakeGourd,34 - 46,32 - 36
29-12-2022,Sorrel Leaves,12,1kg,sorrelLeaves,14 - 20,14 - 15
29-12-2022,Spinach,13,1kg,spinach,16 - 21,15 - 17
29-12-2022,Sweet Potato,38,1kg,sweetPotato,46 - 63,44 - 48
30-12-2022,Onion Big,30,1kg,onionBig,36 - 50,35 - 38
30-12-2022,Onion Small,39,1kg,onionSmall,47 - 64,45 - 50
30-12-2022,Tomato,16,1kg,tomato,19 - 26,18 - 20
30-12-2022,Green Chilli,32,1kg,greenChili,38 - 53,37 - 41
30-12-2022,Beetroot,37,1kg,beetroot,44 - 61,43 - 47
30-12-2022,Potato,32,1kg,potato,38 - 53,37 - 41
30-12-2022,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
30-12-2022,Amaranth Leaves,12,1kg,amaranthLeaves,14 - 20,14 - 15
30-12-2022,Amla,70,1kg,amla,84 - 116,81 - 89
30-12-2022,Ash gourd,27,1kg,ashGourd,32 - 45,31 - 34
30-12-2022,Baby Corn,63,1kg,babyCorn,76 - 104,72 - 80
30-12-2022,Banana Flower,14,1kg,bananaFlower,17 - 23,16 - 18
30-12-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
30-12-2022,Bitter Gourd,34,1kg,bitterGourd,41 - 56,39 - 43
30-12-2022,Bottle Gourd,30,1kg,bottleGourd,36 - 50,35 - 38
30-12-2022,Butter Beans,75,1kg,butterBeans,90 - 124,86 - 95
30-12-2022,Broad Beans,36,1kg,broadBeans,43 - 59,41 - 46
30-12-2022,Cabbage,24,1kg,cabbage,29 - 40,28 - 30
30-12-2022,Carrot,36,1kg,carrot,43 - 59,41 - 46
30-12-2022,Cauliflower,28,1kg,cauliflower,34 - 46,32 - 36
30-12-2022,Cluster beans,43,1kg,clusterBeans,52 - 71,49 - 55
30-12-2022,Coconut,28,1kg,coconut,34 - 46,32 - 36
30-12-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
30-12-2022,Colocasia,26,1kg,colocasia,31 - 43,30 - 33
30-12-2022,Coriander Leaves,6,1kg,corianderLeaves,07-Oct,07-Aug
30-12-2022,Corn,30,1kg,corn,36 - 50,35 - 38
30-12-2022,Cucumber,25,1kg,cucumber,30 - 41,29 - 32
30-12-2022,Curry Leaves,28,1kg,curryLeaves,34 - 46,32 - 36
30-12-2022,Dill Leaves,11,1kg,dillLeaves,13 - 18,13 - 14
30-12-2022,Drumsticks,80,1kg,drumsticks,96 - 132,92 - 102
30-12-2022,Brinjal,27,1kg,brinjal,32 - 45,31 - 34
30-12-2022,Brinjal (Big),26,1kg,brinjalBig,31 - 43,30 - 33
30-12-2022,Elephant Yam,26,1kg,elephantYam,31 - 43,30 - 33
30-12-2022,Fenugreek Leaves,12,1kg,fenugreekLeaves,14 - 20,14 - 15
30-12-2022,French Beans,30,1kg,frenchBeans,36 - 50,35 - 38
30-12-2022,Garlic,40,1kg,garlic,48 - 66,46 - 51
30-12-2022,Ginger,45,1kg,ginger,54 - 74,52 - 57
30-12-2022,Onion Green,41,1kg,onionGreen,49 - 68,47 - 52
30-12-2022,Green Peas,81,1kg,greenPeas,97 - 134,93 - 103
30-12-2022,Ivy Gourd,22,1kg,ivyGourd,26 - 36,25 - 28
30-12-2022,Lemon (Lime),56,1kg,lemon,67 - 92,64 - 71
30-12-2022,Mango Raw,85,1kg,mangoRaw,102 - 140,98 - 108
30-12-2022,Mint Leaves,4,1kg,mintLeaves,05-Jul,05-May
30-12-2022,Mushroom,81,1kg,mushroom,97 - 134,93 - 103
30-12-2022,Mustard Leaves,18,1kg,mustardLeaves,22 - 30,21 - 23
30-12-2022,Ladies Finger,29,1kg,ladiesFinger,35 - 48,33 - 37
30-12-2022,Pumpkin,30,1kg,pumpkin,36 - 50,35 - 38
30-12-2022,Radish,26,1kg,radish,31 - 43,30 - 33
30-12-2022,Ridge Gourd,28,1kg,ridgeGourd,34 - 46,32 - 36
30-12-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
30-12-2022,Snake Gourd,28,1kg,snakeGourd,34 - 46,32 - 36
30-12-2022,Sorrel Leaves,12,1kg,sorrelLeaves,14 - 20,14 - 15
30-12-2022,Spinach,13,1kg,spinach,16 - 21,15 - 17
30-12-2022,Sweet Potato,38,1kg,sweetPotato,46 - 63,44 - 48
31-12-2022,Onion Big,30,1kg,onionBig,36 - 50,35 - 38
31-12-2022,Onion Small,39,1kg,onionSmall,47 - 64,45 - 50
31-12-2022,Tomato,16,1kg,tomato,19 - 26,18 - 20
31-12-2022,Green Chilli,32,1kg,greenChili,38 - 53,37 - 41
31-12-2022,Beetroot,37,1kg,beetroot,44 - 61,43 - 47
31-12-2022,Potato,32,1kg,potato,38 - 53,37 - 41
31-12-2022,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
31-12-2022,Amaranth Leaves,12,1kg,amaranthLeaves,14 - 20,14 - 15
31-12-2022,Amla,70,1kg,amla,84 - 116,81 - 89
31-12-2022,Ash gourd,27,1kg,ashGourd,32 - 45,31 - 34
31-12-2022,Baby Corn,63,1kg,babyCorn,76 - 104,72 - 80
31-12-2022,Banana Flower,14,1kg,bananaFlower,17 - 23,16 - 18
31-12-2022,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
31-12-2022,Bitter Gourd,34,1kg,bitterGourd,41 - 56,39 - 43
31-12-2022,Bottle Gourd,30,1kg,bottleGourd,36 - 50,35 - 38
31-12-2022,Butter Beans,75,1kg,butterBeans,90 - 124,86 - 95
31-12-2022,Broad Beans,36,1kg,broadBeans,43 - 59,41 - 46
31-12-2022,Cabbage,24,1kg,cabbage,29 - 40,28 - 30
31-12-2022,Carrot,36,1kg,carrot,43 - 59,41 - 46
31-12-2022,Cauliflower,28,1kg,cauliflower,34 - 46,32 - 36
31-12-2022,Cluster beans,43,1kg,clusterBeans,52 - 71,49 - 55
31-12-2022,Coconut,28,1kg,coconut,34 - 46,32 - 36
31-12-2022,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
31-12-2022,Colocasia,26,1kg,colocasia,31 - 43,30 - 33
31-12-2022,Coriander Leaves,6,1kg,corianderLeaves,07-Oct,07-Aug
31-12-2022,Corn,30,1kg,corn,36 - 50,35 - 38
31-12-2022,Cucumber,25,1kg,cucumber,30 - 41,29 - 32
31-12-2022,Curry Leaves,28,1kg,curryLeaves,34 - 46,32 - 36
31-12-2022,Dill Leaves,11,1kg,dillLeaves,13 - 18,13 - 14
31-12-2022,Drumsticks,80,1kg,drumsticks,96 - 132,92 - 102
31-12-2022,Brinjal,27,1kg,brinjal,32 - 45,31 - 34
31-12-2022,Brinjal (Big),26,1kg,brinjalBig,31 - 43,30 - 33
31-12-2022,Elephant Yam,26,1kg,elephantYam,31 - 43,30 - 33
31-12-2022,Fenugreek Leaves,12,1kg,fenugreekLeaves,14 - 20,14 - 15
31-12-2022,French Beans,30,1kg,frenchBeans,36 - 50,35 - 38
31-12-2022,Garlic,40,1kg,garlic,48 - 66,46 - 51
31-12-2022,Ginger,45,1kg,ginger,54 - 74,52 - 57
31-12-2022,Onion Green,41,1kg,onionGreen,49 - 68,47 - 52
31-12-2022,Green Peas,81,1kg,greenPeas,97 - 134,93 - 103
31-12-2022,Ivy Gourd,22,1kg,ivyGourd,26 - 36,25 - 28
31-12-2022,Lemon (Lime),56,1kg,lemon,67 - 92,64 - 71
31-12-2022,Mango Raw,85,1kg,mangoRaw,102 - 140,98 - 108
31-12-2022,Mint Leaves,4,1kg,mintLeaves,05-Jul,05-May
31-12-2022,Mushroom,81,1kg,mushroom,97 - 134,93 - 103
31-12-2022,Mustard Leaves,18,1kg,mustardLeaves,22 - 30,21 - 23
31-12-2022,Ladies Finger,29,1kg,ladiesFinger,35 - 48,33 - 37
31-12-2022,Pumpkin,30,1kg,pumpkin,36 - 50,35 - 38
31-12-2022,Radish,26,1kg,radish,31 - 43,30 - 33
31-12-2022,Ridge Gourd,28,1kg,ridgeGourd,34 - 46,32 - 36
31-12-2022,Shallot (Pearl Onion),36,1kg,shallot,43 - 59,41 - 46
31-12-2022,Snake Gourd,28,1kg,snakeGourd,34 - 46,32 - 36
31-12-2022,Sorrel Leaves,12,1kg,sorrelLeaves,14 - 20,14 - 15
31-12-2022,Spinach,13,1kg,spinach,16 - 21,15 - 17
31-12-2022,Sweet Potato,38,1kg,sweetPotato,46 - 63,44 - 48
01-01-2023,Onion Big,30,1kg,onionBig,36 - 50,35 - 38
01-01-2023,Onion Small,39,1kg,onionSmall,47 - 64,45 - 50
01-01-2023,Tomato,16,1kg,tomato,19 - 26,18 - 20
01-01-2023,Green Chilli,32,1kg,greenChili,38 - 53,37 - 41
01-01-2023,Beetroot,37,1kg,beetroot,44 - 61,43 - 47
01-01-2023,Potato,32,1kg,potato,38 - 53,37 - 41
01-01-2023,Raw Banana (Plantain),9,1kg,plantain,Nov-15,10-Nov
01-01-2023,Amaranth Leaves,12,1kg,amaranthLeaves,14 - 20,14 - 15
01-01-2023,Amla,70,1kg,amla,84 - 116,81 - 89
01-01-2023,Ash gourd,27,1kg,ashGourd,32 - 45,31 - 34
01-01-2023,Baby Corn,63,1kg,babyCorn,76 - 104,72 - 80
01-01-2023,Banana Flower,14,1kg,bananaFlower,17 - 23,16 - 18
01-01-2023,Capsicum,44,1kg,capsicum,53 - 73,51 - 56
01-01-2023,Bitter Gourd,34,1kg,bitterGourd,41 - 56,39 - 43
01-01-2023,Bottle Gourd,30,1kg,bottleGourd,36 - 50,35 - 38
01-01-2023,Butter Beans,75,1kg,butterBeans,90 - 124,86 - 95
01-01-2023,Broad Beans,36,1kg,broadBeans,43 - 59,41 - 46
01-01-2023,Cabbage,24,1kg,cabbage,29 - 40,28 - 30
01-01-2023,Carrot,36,1kg,carrot,43 - 59,41 - 46
01-01-2023,Cauliflower,28,1kg,cauliflower,34 - 46,32 - 36
01-01-2023,Cluster beans,43,1kg,clusterBeans,52 - 71,49 - 55
01-01-2023,Coconut,28,1kg,coconut,34 - 46,32 - 36
01-01-2023,Colocasia Leaves,10,1kg,colocasiaLeaves,Dec-17,Dec-13
01-01-2023,Colocasia,26,1kg,colocasia,31 - 43,30 - 33
01-01-2023,Coriander Leaves,6,1kg,corianderLeaves,07-Oct,07-Aug
01-01-2023,Corn,30,1kg,corn,36 - 50,35 - 38
01-01-2023,Cucumber,25,1kg,cucumber,30 - 41,29 - 32
01-01-2023,Curry Leaves,28,1kg,curryLeaves,34 - 46,32 - 36
01-01-2023,Dill Leaves,11,1kg,dillLeaves,13 - 18,13 - 14
01-01-2023,Drumsticks,80,1kg,drumsticks,96 - 132,92 - 102
01-01-2023,Brinjal,27,1kg,brinjal,32 - 45,31 - 34
01-01-2023,Brinjal (Big),26,1kg,brinjalBig,31 - 43,30 - 33
01-01-2023,Elephant Yam,26,1kg,elephantYam,31 - 43,30 - 33
01-01-2023,Fenugreek Leaves,12,1kg,fenugreekLeaves,14 - 20,14 - 15
01-01-2023,French Beans,30,1kg,frenchBeans,36 - 50,35 - 38
01-01-2023,Garlic,40,1kg,garlic,48 - 66,46 - 51
01-01-2023,Ginger,45,1kg,ginger,54 - 74,52 - 57
01-01-2023,Onion Green,41,1kg,onionGreen,49 - 68,47 - 52
01-01-2023,Green Peas,81,1kg,greenPeas,97 - 134,93 - 103
01-01-2023,Ivy Gourd,22,1kg,ivyGourd,26 - 36,25 - 28
01-01-2023,Lemon (Lime),56,1kg,lemon,67 - 92,64 - 71
